test_index,test_name,matched_ids,score,true_id,correct,true_group,recall
10,beattiemyriamdesusanabriones,{17870},0.74064039408867,17870,True,{17870},1.0
11,internationalnederlandstichtingbenevolence,{7330},0.7918050941306756,7330,True,{7330},1.0
12,andgrouptourisminvestmentchammuruj,{29270},0.7216806722689076,29270,True,{29270},1.0
13,raahbarsarirtrackingintegratedincsystems,{25954},0.817439024390244,25954,True,{25954},1.0
14,liabilitycartonandcompanyotradnenskayapaperlimitedfactory,{48690},0.7661222020568664,48690,True,{48690},1.0
15,liabilitylimitedmetalsprocessingcompanyummcnonferrous,{44078},0.7677148846960168,44078,True,"{51204, 48527, 47890, 51604, 51992, 49433, 47771, 37790, 48543, 41119, 47906, 44964, 50342, 47788, 50348, 44078, 41007, 18735, 18751, 44223, 34757, 32730, 44638, 19038, 52576, 50785, 52193, 43106, 46060, 50416, 49527}",0.03225806451612903
16,famcodoodehsanati,{30371},0.7045751633986929,30371,True,{30371},1.0
17,cognitiveproductioncenterdesign,{51399},0.8475806451612904,51399,True,{51399},1.0
18,yaghmourjihadshakermuhammad,{46168},0.8613756613756614,46168,True,{46168},1.0
19,llcarvancloudglobaltechnologies,"{43522, 43519}",0.8862903225806452,43522,True,{43522},1.0
